,MarketName,Website,city,x,y,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
7296,Truckee Thursday CFM,,Truckee,-120.185,39.3277,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7297,True Value Patterson FM,,Patterson,-121.11,37.4806,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7298,Truly Living Well,http://www.trulylivingwell.com,Atlanta,-84.375805,33.756475,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N
7299,Truly Living Well,http://www.trulylivingwell.com,East Point,-84.468126,33.664491,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
7300,Trumansburg Farmers Market,http://www.tburgfarmersmarket.com/,Trumansburg,-76.66646,42.541951,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
7301,Trumbull Farmers Market,,Trumbull,-73.2099,41.2525,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7302,Truro Educational Farmers' Market,http://www.sustainablecape.org/,Truro,-70.0495,41.9919,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7303,Trussville Fresh Market,,Trussville,-86.6077,33.6297,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7304,Trussville Springs Farmers Market,,Trussville,-86.5708,33.6024,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7305,Tryon Tailgate Market,http://www.polkcountyfarms.org,Tryon,-82.238185,35.208424,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N
7306,TS Smith & Sons,http://www.tssmithandsons.com,Bridgeville,-75.596967,38.749866,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N
7307,TS Smith & Sons,http://www.tssmithandsons.com,milton,-75.3151488,38.7810247,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
7308,Tuacahn Saturday Market,http://www.tuacahn.org,Ivins,-113.658071,37.189262,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N
7309,Tualatin Farmers Market,http://www.tualatinfarmersmarket.com,Tualatin,-122.760415,45.382168,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y
7310,Tubac Farmers Market,,Tubac,-111.055,31.6228,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7311,Tucker Farmers Market,http://www.tuckerfarmersmarket.com,Tucker,-84.214282,33.853283,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
7312,Tucker Square Greenmarket,http://www.grownyc.org,New York,-73.9816,40.7736,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N
7313,Tuckerton Farmers Market at the Seaport,http://www.tuckertonborough.com,Tuckerton,-74.3382,39.6033,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7314,Tucson Farmers' Market at Oro Valley,http://www.heirloomfm.com,Oro Valley,-110.9945,32.40726,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
7315,Tucson Farmers' Market East,http://www.farmersmarkettucson.com,Tucson,-110.8162594,32.2151975,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
7316,Tuesday Farmers' Market,http://www.tuesdaymarket.org,Cheyenne,-104.80817,41.16198,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
7317,Tuesday Farmers Market,,Charlestown,-71.6312,41.3846,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7318,Tuesday Market in Lauraville,http://www.lauravillefarmersmarket.blogspot.com/,Baltimore,-76.572479,39.340417,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y
7319,Tuesday Morning Market at Steele Wines,http://www.lakecountyfarmersfinest.org,Finley,-122.875317,38.993018,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
7320,Tularosa Farmers Market,,tularosa,-106.0109,33.07966,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N
7321,Tuma’s Farmers Market,,Hot Springs,-96.576,45.2407,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7322,Tumbleweed Farmers' & Crafters' Market,,Christmas Valley,-120.682067,43.23892,N,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N
7323,Tumwater Town Center Farmers Market,http://www.tumwaterfarmersmarket.org,Tumwater,-122.907486,46.985069,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
7324,Tuolumne Memorial Park CFM,,Tuolumne,-120.237,37.9604,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7325,Tupper Lake Farmers' Market,http://www.adirondackfarmersmarket.com,Tupper Lake,-74.4544,44.2265,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7326,Turlock Certified Farmers Market,http://www.turlockmarket.org/,Turlock,-120.848,37.4933,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7327,Turlock Gourmet CFM,http://www.turlockdowntown.org,Turlock,-120.846,37.4946,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7328,Turners Falls/Great Falls,http://www.turnersfallsriverculture.org/culture_history/greatfallsfarmersmarket,Turners Falls,-72.5561,42.6087,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7329,Turtle Lake Farmer's Market,http://www.villageofturtlelake.com/farmers_market.htm,Turtle Lake,-92.153707,45.395105,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N
7330,Tuscaloosa County Truck Growers Association,http://www.tuscaloosafarmersmarket.com,Northport,-87.591044,33.219446,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N
7331,Tuscaloosa Farmers' Market at the Rivermarket at Manderson Landing,http://www.tuscaloosarivermarket.com,Tuscaloosa,-87.562787,33.216592,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
7332,Tuscarawas Valley Farmers Market,http://www.tvffm.org,Dover,-81.47244,40.51448,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
7333,Tustin Certified Farmers' Market,http://www.orange.cfbf.com,Tustin,-117.823645,33.743128,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N
7334,Tustumena Farmer's Market,,Kasilof,-151.266203,60.306929,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
7335,Tuttle Farmers Market,,Tuttle,-97.8147,35.2908,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7336,Tuxedo Farmers' Market,http://www.tuxedofarmersmarket.com,Tuxedo,-74.1844974,41.1944787,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
7337,Twain Harte CFM,,Twain Harte,-120.232,38.0384,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7338,Twilight Farmers' Market at the Citadelle,http://www.arizonafarmersmarkets.com,Glendale,-112.187018,33.661496,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
7339,Twin Bridges Farmers' Market,,Twin Bridges,-112.330792,45.545418,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N
7340,Twin Cities Local Food,http://www.twincitieslocalfood.com,Weekly pick-ups around the metro,-93.348829,44.745074,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N
7341,Twin City Farmers Market,http://www.tcmarket.org,Sterling IL,-89.697452,41.787017,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
7342,Twin City Farmers Market,http://www.tcmarket.org,Sterling IL,-89.6785,41.807981,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7343,Twin Towns Gardeners' Market,http://www.twintownsmarket.org,Wahpeton,-96.611235,46.264988,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N
7344,Twinsburg Farmers Market,http://www.twinsburgivistorcenter.com,Twinsburg,-81.441,41.3121,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7345,Two Islands Farm Market,http://www.twoislandsfarmmarket.com,Cathlamet,-123.3827162,46.180954,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N
7346,Two Mile Ranch Market,http://www.twomileranchmarket.com/,Greenwood Village,-104.958026,39.6083489,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
7347,Two Rivers Farmers/Crafter Market,http://www.tworiversmainstreet.com,Two Rivers,-87.568588,44.149219,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7348,Tyler County Farmers Market,,Middlebourne,-80.902011,39.497848,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N
7349,Tyler County WV Farmers Market,,Middlebourne,-80.902474,39.498228,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N
7350,Tyler Farmers Market Association,,Tyler,-95.3235,32.3465,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7351,Tylertown Farmers Market,,Tylertown,-90.1378739,31.1112341,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
7352,Tyngsboro Farmers Market,http://www.tyngsfarmersmarket.org/,Tyngsboro,-71.4004,42.6514,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7353,Tyrell county FM,,Columbia,-79.6604,35.7363,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7354,Tyrone Farmers Market,,Tyrone,-78.2383,40.6744,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7355,UAB,,BIRMINGHAM,-86.803103,33.506058,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
7356,UC Davis Farmers Market,,Davis,-121.752806,38.537995,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
7357,UCC Cable Farmers Market,,Cable,-91.254,46.2509,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7358,UCF Farmers Market,http://www.ucffarmersmarket.com,Orlando,-81.1975,28.6064,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7359,UCSD Certified Farmers' Market,,La Jolla,-117.236148,32.878533,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
7360,UCSF Parnassus Farmers' Market,http://www.pcfma.com/market_home.php?market_id=35,San Francisco,-122.4578733,37.7630855,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
7361,UDC Farmers Market,,Washington,-77.065133,38.943523,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N
7362,UK Robinson Center Farmers Market,http://www2.ca.uky.edu/rcars,Jackson,-83.347971,37.535287,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N
7363,Ukiah Saturday CFM,http://www.mcfarm.org,Ukiah,-123.2081,39.1479,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
7364,UM Green Market,http://www.themarketcompany.org,Miami Beach,-80.1361,25.7955,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7365,Umatilla Farmers Market,http://www.umatillafarmersmarket.com,Umatilla,-119.348,45.9165,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N
7366,UMD Market Day in the Plaza: LSSFA Farmers Market. Art Bazaar. Live Music.,http://www.umdmarketday.com,Duluth,-92.085594,46.818683,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
7367,Umpqua Valley Farmers Market,http://www.uvfarmersmarket.com,Roseburg,-123.33255,43.213697,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
7368,Unadilla Farmers Market,,Unadilla,-75.315598,42.325371,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,Y
7369,UNCP Farmers Market,,Pembroke,-79.205096,34.68644,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N
7370,Under the Banyan's Farmers Market,,Hawi,-155.831,20.2371,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7371,Union City Farmers' Market,http://www.pcfma.com/unioncity,Union City,-122.0782062,37.5964855,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
7372,Union County Farmers Market,http://www.ucfarmersmarket.com,Blairsville,-83.952563,34.881671,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
7373,Union County Farmers Market,,Lake Butler,-82.3395574,30.0227391,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N
7374,Union County Farmers Market,,Marysville,-83.3669,40.2365,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7375,Union County Farmers Market,,Monroe,-80.5496,34.9878,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7376,Union Farmers Market,,Union,-93.0636,42.2452,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7377,Union Farmers Market,,Union,-81.6216,34.7172,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7378,"Union Farmers' Market, Union, Maine",http://www.unionfarmersmarket.org/,Union,-69.2731383,44.2118807,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N
7379,Union Parish Farmers' Market,,Farmerville,-92.4076,32.769,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7380,Union Springs Farmers' Market,,Union Springs,-76.69251,42.84145,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N
7381,Union Square Farmers Market,http://www.unionsquaremain.org/food/farmers-market/,Somerville,-71.09519,42.37966,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y
7382,Union Square Greenmarket,http://www.grownyc.org,New York,-73.9904,40.7371,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
7383,Union Street Farmers Market,http://www.unionstreetfarmersmkt.com,Gainesville,-82.32346,29.6515,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
7384,Uniontown Farmers Market,,Uniontown,-87.513102,32.450299,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7385,Unitarian Universal Fellowship Farmers Market,http://www.uu.columbiafc.uua.org,Columbia,-81.0062,33.9908,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7386,United Communities Farmers Market,http://www.localharvest.org/united-communities-farmers-market-M58985,Wrightstown,-74.5873,40.05,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7387,United Farmers Market,,Forkland,-87.8294,32.6128,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7388,Unity Market Day Farmers Market,http://www.unitymarketday.org,Unity,-69.3371,44.6135,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N
7389,University Avenue Farmers' Market,,Waterloo,-92.4038187,42.5053323,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y
7390,University Community Farmers Market,http://Www.ourheights.org/farmersmarket,Buffalo,-78.8182,42.9573,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N
7391,University District Farmers Market,http://www.seattlefarmersmarkets.org,Seattle,-122.3130748,47.6649061,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y
7392,University Farmers' Market,http://www.umm.edu/green/farmers_market.htm,Baltimore,-76.622772,39.288857,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N
7393,University of Rhode Island Farmers’ Market,,South Kingstown,-71.5368,41.4827,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7394,University Of San Francisco FM,,San Francisco,-122.452,37.7756,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7395,University Square Farmers' Market,http://www.farmtocity.org/FarmersMarkets.asp,Philadelphia,-75.194783,39.953147,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N
7396,University Village Colorado Farmers Market,http://www.millerfarms.net,Colorado Springs,-104.817274,38.906163,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N
7397,Upper Amsterdam Farmers Market- Sanford Farms,http://www.fultonmontgomeryfarmersmarket.org,Amsterdam,-74.185256,42.960113,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N
7398,Upper Arlington Farmers' Market,http://www.uaoh.net/recreation/division.php?fDD=91-670,Upper Arlington,-83.0639,40.0157,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
7399,Upper East Side Farmers Market at Legion Park,http://www.urbanoasisproject.org,Miami,-80.1841474,25.8365116,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
7400,Upper Haight Farmers' Market,http://www.pcfma.com/upperhaight,San Francisco,-122.4533563,37.7682468,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
7401,Upper Merion Farmers Market,http://www.uppermerionfarmersmarket.org/,King of Prussia,-75.37199,40.10188,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7402,Upper Northwoods Farmers Market,http://www.livingfaithchurchwi.org/ministries/farmers-market/,Exeland,-91.2154,45.6804,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7403,Upper State Street Farm Market,http://www.upperstatestreet.org/visit/,New Haven,-72.9093,41.316,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7404,Upstate Farmer's Market,,Syracuse,-76.1262,43.0347,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7405,Upton Farmers Market,,Upton,-104.624,44.1085,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7406,Uptown Ankeny Farmers Market,http://www.uptownankeny.org,Ankeny,-93.608108,41.729882,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
7407,Uptown Chicago Farmers Market,,Chicago,-87.659,41.9654,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7408,Uptown Columbus Market Days,http://www.uptowncolumbusga.com,Columbus,-84.9932,32.4665,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N
7409,Uptown Farmers Market,http://www.uptownwatertown.com,Watertown,-97.1145,44.9005,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7410,Uptown Market,http://www.uptownmarket.org,Minneapolis,-93.2886,44.95,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7411,Uptown Normal Trailside Farmers Market,,Normal,-88.9844,40.5095,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7412,Uptown Umbrella Market,http://www.uptowngreenville.com/,Greenville,-77.3730271,35.6111537,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y
7413,Uptown Wadesboro Farmers Market,http://www.uptownwadesboro.com,Wadesboro,-80.0765,34.9661,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N
7414,Uptown Westerville Farmers' Market,http://www.marketwednesday.com,Westerville,-82.932171,40.12747,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N
7415,Uptown Whittier CFM,,Whittier,-118.036,33.9791,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7416,URBAN COOKHOUSE FARMERS MARKET,,HOMEWOOD,-86.7907,33.4796,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7417,"Urban Farmer's Market (Madison, FL)",,Madison,-83.429211,30.458514,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N
7418,Urban Garden Market,http://www.urbangardenmarket.blogspot.com,South Bend,-86.288947,41.689545,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N
7419,Urban Growers Market,http://www.urban-growers-market.com,Vancouver,-122.6714,45.6385,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
7420,Urban Harvest,,Bismarck,-100.784,46.8063,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7421,urban oaks organic farm,http://www.blog.urbanoaks.org,New Britain,-72.775549,41.680233,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N
7422,Urban Oasis Farmers Market,,Brooklyn,-73.9366943,40.6562338,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
7423,Urban Table Certified Farmer's Market,,San Mateo,-122.324,37.5663,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7424,Urbana Farmers Market,,Urbana,-91.873764,42.223913,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
7425,Urbana Library Farmers' Market,http://www.theurbanalibraryfarmersmarket.com,Frederick,-77.354457,39.331557,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y
7426,Urbana's Market at the Square,http://www.urbanaillinois.us/market,Urbana,-88.2054,40.1096,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
7427,Urbanna Farmers Market,http://www.urbanna.com/pages/allEvents.html,Urbanna,-76.5772,37.638,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7428,Urbavore Urban Farm and Market,http://www.badseedkc.com,Kansas City,-94.509932,39.025535,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N
7429,URI Farmers Market,,South Kingstown,-71.5143,41.4708,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7430,US Dept of Health & Human Services FRESHFARM Market,http://www.freshfarmmarkets.org/markets/health_and_human_services.html,Washington,-77.0146,38.8873,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N
7431,USDA Beltsville Farmers' Market,,Beltsville,-76.90981293,39.01990128,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N
7432,USDA Farmers Market,http://www.ams.usda.gov/farmersmarkets,Washington,-77.028311,38.887509,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
7433,USDA Farmers Market,http://www.ams.usda.gov/farmersmarkets,Washington,-77.028494,38.887743,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
7434,USDOT Farmers Market,,"Washington, DC",-77.00253,38.876585,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N
7435,UT Farmers Market,http://www.tennessee.vegetables.edu,Knoxville,-83.938079,35.944173,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
7436,UTC Certified Farmers Market,http://www.sdmarketmanager.com,San Diego,-117.213199,32.867856,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
7437,Utica Farmers Market,http://www.CityofUtica.com,Utica,-75.22513,43.09982,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N
7438,VA Palo Alto Farmers' Market,http://www.pcfma.com/market_home.php?market_id=62,Palo Alto,-122.141981,37.403559,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
7439,VA San Francisco Farmers' Market,http://www.pcfma.com,San Francisco,-122.5030878,37.7811798,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
7440,Vacaville Farmers' Market,http://www.pcfma.com/vacaville,Vacaville,-121.9896933,38.3564555,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N
7441,Vaiden Farmers Market,,Vaiden,-89.753,33.3305,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7442,Vail Farmers Market,,Vail,-95.1998,42.0622,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N
7443,Vail Farmers Market,http://www.vailfarmersmarket.com,Vail,-106.373534,39.64195,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
7444,Val Du Vino Farmers Market,,Murphys,-120.469,38.138,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y
7445,Valdosta Farmers Market,,Valdosta,-83.2644,30.8138,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N
7446,Vale Farmers Market,,Vale,-117.24,43.9819,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7447,Valinda Farmers Market,http://www.velasfarmersmarkets.org,Valinda,-117.920677,34.031159,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
7448,Vallco Farmers' Market,http://www.pcfma.com/vallco,Cupertino,-122.0156801,37.3243488,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N
